,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,5-enolpyruvylshikimaete-3-phosphate synthase (epsps)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,5-enolpyruvylshikimaete-3-phosphate synthase (epsps)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,5-enolpyruvylshikimaete-3-phosphate synthase (epsps)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,5-enolpyruvylshikimaete-3-phosphate synthase (epsps)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,aad-1
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,aad-1
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,aad-1
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,aad-1
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,aad-12
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,aad-12
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,aad-12
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,aad-12
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,cp4 epsps
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,cp4 epsps
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,cp4 epsps
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,cp4 epsps
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,cry1Ac
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,cry1Ac
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,cry1Ac
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,cry1Ac
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,cry1F
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,cry1F
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,cry1F
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,cry1F
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,phosphinothricin acetyltransferase (pat)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,phosphinothricin acetyltransferase (pat)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,phosphinothricin acetyltransferase (pat)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,phosphinothricin acetyltransferase (pat)
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Cotton,Gossypium,,vip3A
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glufosinate tolerance,Cotton,Gossypium,,vip3A
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Glyphosate tolerance,Cotton,Gossypium,,vip3A
,DAS-24236-5xDAS-21Ø23-5xSYN-IR1Ø2-7xMON-88913-8xDAS-8191Ø-7,Lepidoptera resistance,Cotton,Gossypium,,vip3A
DAS-44406-6,DAS-444Ø6-6,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,"Soyabean,Soybean",Glycine max,Enlist,2mepsps
DAS-44406-6,DAS-444Ø6-6,Glufosinate tolerance,"Soyabean,Soybean",Glycine max,Enlist,2mepsps
DAS-44406-6,DAS-444Ø6-6,Glyphosate tolerance,"Soyabean,Soybean",Glycine max,Enlist,2mepsps
DAS-44406-6,DAS-444Ø6-6,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,"Soyabean,Soybean",Glycine max,Enlist,aad-12
DAS-44406-6,DAS-444Ø6-6,Glufosinate tolerance,"Soyabean,Soybean",Glycine max,Enlist,aad-12
DAS-44406-6,DAS-444Ø6-6,Glyphosate tolerance,"Soyabean,Soybean",Glycine max,Enlist,aad-12
DAS-44406-6,DAS-444Ø6-6,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,"Soyabean,Soybean",Glycine max,Enlist,pat
DAS-44406-6,DAS-444Ø6-6,Glufosinate tolerance,"Soyabean,Soybean",Glycine max,Enlist,pat
DAS-44406-6,DAS-444Ø6-6,Glyphosate tolerance,"Soyabean,Soybean",Glycine max,Enlist,pat
DAS-40278-9,DAS-4Ø278-9,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Maize,Zea mays,DAS-40278-9,aad-1
DAS-40278-9,DAS-4Ø278-9,Aryloxyphenoxypropionate (AOPP) acetyl coenzyme A carboxylase (ACCase) inhibitor tolerance,Maize,Zea mays,DAS-40278-9,aad-1
,DAS-4Ø278-9xMON-ØØ6Ø3-6,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Maize,Zea mays,,aad-1
,DAS-4Ø278-9xMON-ØØ6Ø3-6,Aryloxyphenoxypropionate (AOPP) acetyl coenzyme A carboxylase (ACCase) inhibitor tolerance,Maize,Zea mays,,aad-1
,DAS-4Ø278-9xMON-ØØ6Ø3-6,Glyphosate tolerance,Maize,Zea mays,,aad-1
,DAS-4Ø278-9xMON-ØØ6Ø3-6,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,Maize,Zea mays,,cp4 epsps
,DAS-4Ø278-9xMON-ØØ6Ø3-6,Aryloxyphenoxypropionate (AOPP) acetyl coenzyme A carboxylase (ACCase) inhibitor tolerance,Maize,Zea mays,,cp4 epsps
,DAS-4Ø278-9xMON-ØØ6Ø3-6,Glyphosate tolerance,Maize,Zea mays,,cp4 epsps
DAS-68416-4,DAS-68416-4,2 4-dichlorophenoxyacetic acid (2 4-D) tolerance,"Soyabean,Soybean",Glycine max,DAS-68416-4,aad-12
